date,product_id,price,competitor_price,quantity_sold,cost_per_unit,promotion_flag,is_weekend,channel,region,year,month,day_of_week,day_of_year
2022-05-18,B,165.21,148.15,10,90,0,0,Store,South,2022,5,2,138
2022-05-19,B,175.01,187.75,10,90,0,0,Online,North,2022,5,3,139
2022-05-20,B,115.82,98.94,12,90,0,0,Online,West,2022,5,4,140
2022-05-21,B,142.83,136.65,12,90,0,1,Online,West,2022,5,5,141
2022-05-22,B,164.78,175.05,12,90,0,1,Store,North,2022,5,6,142
2022-05-23,B,125.73,121.9,12,90,0,0,Store,North,2022,5,0,143
2022-05-24,B,148.88,142.55,12,90,1,0,Online,West,2022,5,1,144
2022-05-25,B,163.25,173.03,10,90,0,0,Store,East,2022,5,2,145
2022-05-26,B,129.24,116.26,17,90,1,0,Online,South,2022,5,3,146
2022-05-27,B,146.51,157.13,11,90,0,0,Online,South,2022,5,4,147
2022-05-28,B,120.28,138.12,19,90,1,1,Store,South,2022,5,5,148
2022-05-29,B,156.11,146.1,11,90,0,1,Store,North,2022,5,6,149
2022-05-30,B,175.29,190.63,11,90,0,0,Store,South,2022,5,0,150
2022-05-31,B,143.59,151.01,10,90,0,0,Online,East,2022,5,1,151
2022-06-01,B,156.9,157.43,11,90,1,0,Online,East,2022,6,2,152
2022-06-02,B,204.44,231.73,10,90,0,0,Store,South,2022,6,3,153
2022-06-03,B,136.75,151.94,10,90,0,0,Store,North,2022,6,4,154
2022-06-04,B,164.24,178.17,11,90,0,1,Store,North,2022,6,5,155
2022-06-05,B,131.1,128.15,16,90,0,1,Online,East,2022,6,6,156
2022-06-06,B,108.63,108.9,13,90,0,0,Online,West,2022,6,0,157
2022-06-07,B,108.0,100.11,12,90,0,0,Online,East,2022,6,1,158
2022-06-08,B,108.94,120.27,12,90,0,0,Online,West,2022,6,2,159
2022-06-09,B,129.71,125.85,12,90,0,0,Online,West,2022,6,3,160
2022-06-10,B,167.86,160.11,10,90,0,0,Online,North,2022,6,4,161
2022-06-11,B,150.0,133.84,13,90,0,1,Store,West,2022,6,5,162
2022-06-12,B,147.82,147.77,10,90,0,1,Online,West,2022,6,6,163
2022-06-13,B,174.44,155.21,9,90,0,0,Store,West,2022,6,0,164
2022-06-14,B,140.0,126.82,11,90,0,0,Online,East,2022,6,1,165
2022-06-15,B,140.43,154.7,12,90,0,0,Store,East,2022,6,2,166
2022-06-16,B,127.37,134.55,12,90,0,0,Online,North,2022,6,3,167
2022-06-17,B,123.2,133.54,13,90,0,0,Store,East,2022,6,4,168
2022-06-18,B,156.65,176.64,10,90,0,1,Store,North,2022,6,5,169
2022-06-19,B,133.59,146.43,14,90,0,1,Store,East,2022,6,6,170
2022-06-20,B,160.99,153.2,9,90,0,0,Online,East,2022,6,0,171
2022-06-21,B,175.65,162.83,11,90,0,0,Online,West,2022,6,1,172
2022-06-22,B,124.29,131.58,12,90,1,0,Online,West,2022,6,2,173
2022-06-23,B,174.86,150.37,9,90,0,0,Online,West,2022,6,3,174
2022-06-24,B,143.11,133.0,10,90,0,0,Online,North,2022,6,4,175
2022-06-25,B,146.14,130.18,11,90,0,1,Store,West,2022,6,5,176
2022-06-26,B,157.71,160.55,10,90,0,1,Store,South,2022,6,6,177
2022-06-27,B,145.42,134.93,9,90,0,0,Online,West,2022,6,0,178
2022-06-28,B,165.94,163.97,10,90,0,0,Online,West,2022,6,1,179
2022-06-29,B,163.75,162.54,11,90,1,0,Store,East,2022,6,2,180
2022-06-30,B,201.98,218.41,6,90,0,0,Online,East,2022,6,3,181
2022-07-01,B,164.58,185.14,10,90,0,0,Online,West,2022,7,4,182
2022-07-02,B,166.42,181.95,11,90,1,1,Store,West,2022,7,5,183
2022-07-03,B,160.69,174.66,14,90,1,1,Online,East,2022,7,6,184
2022-07-04,B,152.16,158.82,14,90,1,0,Online,East,2022,7,0,185
2022-07-05,B,149.01,141.68,10,90,0,0,Online,North,2022,7,1,186
2022-07-06,B,165.05,180.21,8,90,0,0,Online,South,2022,7,2,187
2022-07-07,B,145.8,136.54,9,90,0,0,Online,North,2022,7,3,188
2022-07-08,B,133.33,137.29,9,90,0,0,Online,South,2022,7,4,189
2022-07-09,B,164.51,168.19,13,90,1,1,Online,South,2022,7,5,190
2022-07-10,B,164.42,179.41,10,90,0,1,Online,North,2022,7,6,191
2022-07-11,B,162.62,176.96,11,90,1,0,Online,South,2022,7,0,192
2022-07-12,B,148.82,133.14,8,90,0,0,Store,South,2022,7,1,193
2022-07-13,B,172.71,165.98,9,90,0,0,Online,West,2022,7,2,194
2022-07-14,B,130.0,147.1,11,90,0,0,Online,East,2022,7,3,195
2022-07-15,B,144.51,146.39,9,90,0,0,Online,North,2022,7,4,196
2022-07-16,B,132.17,129.99,13,90,1,1,Store,East,2022,7,5,197
2022-07-17,B,162.93,186.47,9,90,1,1,Store,East,2022,7,6,198
2022-07-18,B,148.63,156.53,9,90,1,0,Store,North,2022,7,0,199
2022-07-19,B,146.98,130.88,9,90,1,0,Online,North,2022,7,1,200
2022-07-20,B,191.08,184.61,7,90,0,0,Online,West,2022,7,2,201
2022-07-21,B,173.07,188.73,7,90,0,0,Store,South,2022,7,3,202
2022-07-22,B,137.92,139.99,11,90,0,0,Online,North,2022,7,4,203
2022-07-23,B,126.04,118.62,10,90,0,1,Online,East,2022,7,5,204
2022-07-24,B,123.6,123.06,12,90,1,1,Store,East,2022,7,6,205
2022-07-25,B,154.25,161.89,7,90,0,0,Store,South,2022,7,0,206
2022-07-26,B,112.11,105.16,10,90,0,0,Store,North,2022,7,1,207
2022-07-27,B,162.0,161.27,9,90,1,0,Store,South,2022,7,2,208
2022-07-28,B,123.2,118.53,8,90,0,0,Online,South,2022,7,3,209
2022-07-29,B,158.21,151.97,7,90,0,0,Store,South,2022,7,4,210
2022-07-30,B,156.1,148.26,8,90,0,1,Online,South,2022,7,5,211
2022-07-31,B,110.49,125.94,13,90,0,1,Store,East,2022,7,6,212
2022-08-01,B,136.22,153.06,11,90,1,0,Store,South,2022,8,0,213
2022-08-02,B,150.71,172.21,6,90,0,0,Store,South,2022,8,1,214
2022-08-03,B,165.2,154.87,7,90,0,0,Online,North,2022,8,2,215
2022-08-04,B,168.19,166.64,6,90,0,0,Online,East,2022,8,3,216
2022-08-05,B,146.51,164.25,8,90,0,0,Online,South,2022,8,4,217
2022-08-06,B,128.75,141.15,11,90,1,1,Online,South,2022,8,5,218
2022-08-07,B,151.77,139.48,8,90,0,1,Store,South,2022,8,6,219
2022-08-08,B,157.12,175.96,9,90,1,0,Store,South,2022,8,0,220
2022-08-09,B,121.69,139.32,9,90,0,0,Online,East,2022,8,1,221
2022-08-10,B,118.62,133.17,9,90,0,0,Online,West,2022,8,2,222
2022-08-11,B,139.7,144.41,7,90,0,0,Online,East,2022,8,3,223
2022-08-12,B,155.98,147.2,6,90,0,0,Online,East,2022,8,4,224
2022-08-13,B,141.9,145.7,9,90,0,1,Online,North,2022,8,5,225
2022-08-14,B,196.89,196.23,7,90,0,1,Online,West,2022,8,6,226
2022-08-15,B,135.43,135.91,7,90,0,0,Online,North,2022,8,0,227
2022-08-16,B,115.15,98.72,8,90,0,0,Online,North,2022,8,1,228
2022-08-17,B,154.76,135.92,6,90,0,0,Online,North,2022,8,2,229
2022-08-18,B,171.59,146.64,8,90,1,0,Online,South,2022,8,3,230
2022-08-19,B,156.37,164.9,9,90,1,0,Online,North,2022,8,4,231
2022-08-20,B,129.45,128.92,8,90,0,1,Store,South,2022,8,5,232
2022-08-21,B,183.06,157.35,8,90,0,1,Store,West,2022,8,6,233
2022-08-22,B,137.32,153.56,9,90,1,0,Store,West,2022,8,0,234
2022-08-23,B,167.83,154.75,6,90,0,0,Online,West,2022,8,1,235
2022-08-24,B,116.68,112.0,8,90,0,0,Online,East,2022,8,2,236
2022-08-25,B,192.42,190.94,6,90,0,0,Store,East,2022,8,3,237
2022-08-26,B,131.57,129.42,10,90,1,0,Online,West,2022,8,4,238
2022-08-27,B,150.84,139.18,6,90,0,1,Online,South,2022,8,5,239
2022-08-28,B,143.75,141.15,9,90,0,1,Online,South,2022,8,6,240
2022-08-29,B,118.94,123.94,7,90,0,0,Store,West,2022,8,0,241
2022-08-30,B,149.24,135.25,6,90,0,0,Online,South,2022,8,1,242
2022-08-31,B,144.79,163.44,7,90,0,0,Store,East,2022,8,2,243
2022-09-01,B,166.4,171.29,5,90,0,0,Store,West,2022,9,3,244
2022-09-02,B,141.53,153.78,6,90,0,0,Online,North,2022,9,4,245
2022-09-03,B,173.77,183.2,8,90,1,1,Store,South,2022,9,5,246
2022-09-04,B,160.98,152.05,8,90,0,1,Online,East,2022,9,6,247
2022-09-05,B,130.88,145.61,8,90,1,0,Store,South,2022,9,0,248
2022-09-06,B,168.95,153.43,6,90,0,0,Online,North,2022,9,1,249
2022-09-07,B,185.33,182.65,7,90,1,0,Online,North,2022,9,2,250
2022-09-08,B,169.48,158.02,5,90,0,0,Online,West,2022,9,3,251
2022-09-09,B,174.75,175.27,5,90,0,0,Store,East,2022,9,4,252
2022-09-10,B,128.99,111.21,8,90,0,1,Store,South,2022,9,5,253
2022-09-11,B,157.54,142.62,7,90,0,1,Online,North,2022,9,6,254
2022-09-12,B,172.99,195.94,8,90,1,0,Online,East,2022,9,0,255
2022-09-13,B,172.44,178.21,5,90,0,0,Store,North,2022,9,1,256
2022-09-14,B,149.23,154.77,8,90,1,0,Online,West,2022,9,2,257
2022-09-15,B,182.53,191.69,7,90,1,0,Store,South,2022,9,3,258
2022-09-16,B,154.8,138.25,5,90,0,0,Online,North,2022,9,4,259
2022-09-17,B,112.76,123.61,10,90,0,1,Online,West,2022,9,5,260
2022-09-18,B,167.58,188.09,6,90,0,1,Store,South,2022,9,6,261
2022-09-19,B,116.32,130.72,7,90,0,0,Online,West,2022,9,0,262
2022-09-20,B,113.75,104.32,9,90,0,0,Online,South,2022,9,1,263
2022-09-21,B,137.27,134.07,7,90,0,0,Store,South,2022,9,2,264
2022-09-22,B,121.07,120.76,8,90,1,0,Store,South,2022,9,3,265
2022-09-23,B,122.89,105.85,6,90,0,0,Store,South,2022,9,4,266
2022-09-24,B,113.77,126.01,8,90,0,1,Online,South,2022,9,5,267
2022-09-25,B,175.32,200.3,8,90,1,1,Online,West,2022,9,6,268
2022-09-26,B,114.64,117.33,10,90,0,0,Online,West,2022,9,0,269
2022-09-27,B,110.63,114.7,7,90,0,0,Store,South,2022,9,1,270
2022-09-28,B,167.52,187.01,7,90,1,0,Store,North,2022,9,2,271
2022-09-29,B,138.08,131.71,5,90,0,0,Store,North,2022,9,3,272
2022-09-30,B,165.14,165.3,5,90,0,0,Store,East,2022,9,4,273
2022-10-01,B,139.88,129.09,7,90,0,1,Online,East,2022,10,5,274
2022-10-02,B,129.75,143.84,11,90,1,1,Online,South,2022,10,6,275
2022-10-03,B,141.36,144.29,6,90,0,0,Online,North,2022,10,0,276
2022-10-04,B,162.87,140.94,7,90,0,0,Online,West,2022,10,1,277
2022-10-05,B,187.75,175.74,6,90,1,0,Store,East,2022,10,2,278
2022-10-06,B,140.54,144.36,6,90,0,0,Online,East,2022,10,3,279
2022-10-07,B,162.21,141.4,6,90,0,0,Online,North,2022,10,4,280
2022-10-08,B,139.87,136.44,7,90,0,1,Online,South,2022,10,5,281
2022-10-09,B,183.52,167.29,6,90,0,1,Online,East,2022,10,6,282
2022-10-10,B,144.89,126.77,6,90,0,0,Online,South,2022,10,0,283
2022-10-11,B,174.89,169.05,6,90,0,0,Online,North,2022,10,1,284
2022-10-12,B,171.12,189.24,8,90,1,0,Online,East,2022,10,2,285
2022-10-13,B,163.23,185.03,5,90,0,0,Online,West,2022,10,3,286
2022-10-14,B,117.29,112.72,7,90,0,0,Online,North,2022,10,4,287
2022-10-15,B,142.17,121.56,7,90,0,1,Store,West,2022,10,5,288
2022-10-16,B,112.39,122.46,8,90,0,1,Online,East,2022,10,6,289
2022-10-17,B,159.6,145.63,6,90,0,0,Store,South,2022,10,0,290
2022-10-18,B,149.63,143.14,6,90,0,0,Store,North,2022,10,1,291
2022-10-19,B,134.35,138.64,7,90,0,0,Store,West,2022,10,2,292
2022-10-20,B,120.47,111.3,8,90,0,0,Online,North,2022,10,3,293
2022-10-21,B,129.77,130.14,8,90,0,0,Online,East,2022,10,4,294
2022-10-22,B,170.54,167.05,6,90,0,1,Online,West,2022,10,5,295
2022-10-23,B,148.83,162.57,7,90,0,1,Store,East,2022,10,6,296
2022-10-24,B,148.23,153.58,8,90,0,0,Store,South,2022,10,0,297
2022-10-25,B,152.78,175.33,7,90,0,0,Online,South,2022,10,1,298
2022-10-26,B,159.17,138.69,8,90,1,0,Online,North,2022,10,2,299
2022-10-27,B,172.33,167.07,6,90,0,0,Store,North,2022,10,3,300
2022-10-28,B,137.18,139.76,7,90,0,0,Online,East,2022,10,4,301
2022-10-29,B,127.76,133.84,7,90,0,1,Online,East,2022,10,5,302
2022-10-30,B,145.49,141.21,7,90,0,1,Online,East,2022,10,6,303
2022-10-31,B,146.22,155.43,6,90,0,0,Online,South,2022,10,0,304
2022-11-01,B,146.8,126.83,6,90,0,0,Store,East,2022,11,1,305
2022-11-02,B,118.38,109.56,7,90,0,0,Online,South,2022,11,2,306
2022-11-03,B,164.47,184.26,8,90,1,0,Store,West,2022,11,3,307
2022-11-04,B,132.72,127.9,8,90,1,0,Online,West,2022,11,4,308
2022-11-05,B,110.2,96.15,12,90,1,1,Store,East,2022,11,5,309
2022-11-06,B,204.78,210.54,6,90,0,1,Online,North,2022,11,6,310
2022-11-07,B,158.74,163.96,7,90,0,0,Online,North,2022,11,0,311
2022-11-08,B,125.04,140.92,7,90,0,0,Store,South,2022,11,1,312
2022-11-09,B,161.37,163.14,7,90,0,0,Online,North,2022,11,2,313
2022-11-10,B,175.92,170.49,6,90,0,0,Store,South,2022,11,3,314
2022-11-11,B,140.73,131.9,6,90,0,0,Store,East,2022,11,4,315
2022-11-12,B,118.08,125.67,8,90,0,1,Online,West,2022,11,5,316
2022-11-13,B,182.6,167.26,7,90,0,1,Online,West,2022,11,6,317
2022-11-14,B,158.52,168.85,7,90,0,0,Online,South,2022,11,0,318
2022-11-15,B,148.78,168.65,8,90,0,0,Online,North,2022,11,1,319
2022-11-16,B,108.0,123.67,7,90,0,0,Online,South,2022,11,2,320
2022-11-17,B,154.68,149.22,9,90,1,0,Online,South,2022,11,3,321
2022-11-18,B,168.95,185.8,6,90,0,0,Store,South,2022,11,4,322
2022-11-19,B,192.38,171.56,6,90,0,1,Online,North,2022,11,5,323
2022-11-20,B,129.14,119.71,7,90,0,1,Online,East,2022,11,6,324
2022-11-21,B,155.75,141.18,7,90,0,0,Online,East,2022,11,0,325
2022-11-22,B,131.19,147.91,8,90,0,0,Online,West,2022,11,1,326
2022-11-23,B,166.29,144.76,7,90,1,0,Online,East,2022,11,2,327
2022-11-24,B,146.49,140.73,9,90,1,0,Online,East,2022,11,3,328
2022-11-25,B,134.27,136.48,8,90,0,0,Store,South,2022,11,4,329
2022-11-26,B,144.97,138.58,11,90,1,1,Online,East,2022,11,5,330
2022-11-27,B,165.57,152.22,7,90,0,1,Store,East,2022,11,6,331
2022-11-28,B,145.19,155.27,8,90,0,0,Store,East,2022,11,0,332
2022-11-29,B,169.77,182.84,7,90,0,0,Online,East,2022,11,1,333
2022-11-30,B,180.04,160.87,6,90,0,0,Online,East,2022,11,2,334
2022-12-01,B,135.89,136.98,8,90,0,0,Online,West,2022,12,3,335
2022-12-02,B,142.43,143.09,8,90,0,0,Store,South,2022,12,4,336
2022-12-03,B,189.67,169.99,8,90,0,1,Online,South,2022,12,5,337
2022-12-04,B,137.71,124.74,11,90,1,1,Store,West,2022,12,6,338
2022-12-05,B,163.7,170.12,7,90,0,0,Online,South,2022,12,0,339
2022-12-06,B,181.26,154.19,8,90,1,0,Online,East,2022,12,1,340
2022-12-07,B,170.96,186.05,7,90,0,0,Store,West,2022,12,2,341
2022-12-08,B,110.14,105.54,9,90,0,0,Store,North,2022,12,3,342
2022-12-09,B,172.98,164.62,8,90,1,0,Online,North,2022,12,4,343
2022-12-10,B,161.79,149.78,8,90,0,1,Store,South,2022,12,5,344
2022-12-11,B,170.21,148.09,10,90,1,1,Store,South,2022,12,6,345
2022-12-12,B,157.37,170.43,6,90,0,0,Online,East,2022,12,0,346
2022-12-13,B,160.39,164.11,10,90,1,0,Store,West,2022,12,1,347
2022-12-14,B,168.41,149.96,8,90,0,0,Online,North,2022,12,2,348
2022-12-15,B,151.22,129.7,12,90,1,0,Store,North,2022,12,3,349
2022-12-16,B,178.15,153.76,7,90,0,0,Online,East,2022,12,4,350
2022-12-17,B,173.31,171.82,11,90,1,1,Online,South,2022,12,5,351
2022-12-18,B,173.49,198.42,10,90,0,1,Online,South,2022,12,6,352
2022-12-19,B,174.61,163.12,8,90,0,0,Store,West,2022,12,0,353
2022-12-20,B,207.72,202.19,7,90,0,0,Online,West,2022,12,1,354
2022-12-21,B,132.65,151.34,9,90,0,0,Store,South,2022,12,2,355
2022-12-22,B,148.06,158.15,12,90,1,0,Store,South,2022,12,3,356
2022-12-23,B,144.68,142.5,9,90,0,0,Online,West,2022,12,4,357
2022-12-24,B,147.53,150.0,9,90,0,1,Online,East,2022,12,5,358
2022-12-25,B,143.65,134.37,13,90,1,1,Online,North,2022,12,6,359
2022-12-26,B,160.78,177.31,8,90,0,0,Online,North,2022,12,0,360
2022-12-27,B,142.32,142.93,8,90,0,0,Store,West,2022,12,1,361
2022-12-28,B,111.73,100.35,11,90,0,0,Store,North,2022,12,2,362
2022-12-29,B,127.34,142.24,13,90,1,0,Online,South,2022,12,3,363
2022-12-30,B,139.52,159.23,12,90,0,0,Online,West,2022,12,4,364
2022-12-31,B,134.2,147.67,12,90,0,1,Online,East,2022,12,5,365
2023-01-01,B,163.92,160.03,10,90,1,1,Online,South,2023,1,6,1
2023-01-02,B,150.98,158.31,9,90,0,0,Online,North,2023,1,0,2
2023-01-03,B,164.35,188.1,9,90,0,0,Online,West,2023,1,1,3
2023-01-04,B,182.34,185.46,9,90,1,0,Online,East,2023,1,2,4
2023-01-05,B,159.03,179.36,9,90,0,0,Online,South,2023,1,3,5
2023-01-06,B,186.8,169.69,9,90,0,0,Store,East,2023,1,4,6
2023-01-07,B,143.07,151.84,12,90,0,1,Store,North,2023,1,5,7
2023-01-08,B,143.5,134.89,12,90,0,1,Online,East,2023,1,6,8
2023-01-09,B,118.6,129.33,12,90,0,0,Store,East,2023,1,0,9
2023-01-10,B,171.83,164.58,11,90,1,0,Store,East,2023,1,1,10
2023-01-11,B,154.14,173.45,11,90,0,0,Online,East,2023,1,2,11
2023-01-12,B,167.43,176.27,9,90,0,0,Online,North,2023,1,3,12
2023-01-13,B,144.7,143.24,14,90,1,0,Online,North,2023,1,4,13
2023-01-14,B,146.8,166.75,13,90,0,1,Online,West,2023,1,5,14
2023-01-15,B,153.9,132.38,13,90,1,1,Online,North,2023,1,6,15
2023-01-16,B,181.84,198.14,10,90,1,0,Store,West,2023,1,0,16
2023-01-17,B,134.75,153.69,14,90,1,0,Online,North,2023,1,1,17
2023-01-18,B,132.45,140.92,13,90,0,0,Online,East,2023,1,2,18
2023-01-19,B,160.05,172.02,9,90,0,0,Store,West,2023,1,3,19
2023-01-20,B,162.89,146.62,10,90,0,0,Store,North,2023,1,4,20
2023-01-21,B,168.76,145.9,10,90,0,1,Online,North,2023,1,5,21
2023-01-22,B,152.36,153.84,9,90,0,1,Store,East,2023,1,6,22
2023-01-23,B,148.74,161.91,11,90,0,0,Online,East,2023,1,0,23
2023-01-24,B,154.14,177.09,10,90,0,0,Online,North,2023,1,1,24
2023-01-25,B,129.31,128.15,9,90,0,0,Online,East,2023,1,2,25
2023-01-26,B,158.45,172.45,11,90,0,0,Online,East,2023,1,3,26
2023-01-27,B,161.6,165.89,10,90,0,0,Online,West,2023,1,4,27
2023-01-28,B,162.38,175.37,12,90,0,1,Store,East,2023,1,5,28
2023-01-29,B,185.29,158.83,12,90,1,1,Online,East,2023,1,6,29
2023-01-30,B,187.15,208.29,10,90,1,0,Online,West,2023,1,0,30
2023-01-31,B,147.5,153.97,12,90,0,0,Store,North,2023,1,1,31
2023-02-01,B,143.13,140.9,16,90,1,0,Store,West,2023,2,2,32
2023-02-02,B,146.85,144.51,12,90,0,0,Store,West,2023,2,3,33
2023-02-03,B,142.71,136.15,17,90,1,0,Store,North,2023,2,4,34
2023-02-04,B,160.03,156.84,11,90,0,1,Store,North,2023,2,5,35
2023-02-05,B,175.12,162.1,13,90,0,1,Store,West,2023,2,6,36
2023-02-06,B,108.0,110.6,14,90,0,0,Online,East,2023,2,0,37
2023-02-07,B,153.84,162.77,14,90,1,0,Online,East,2023,2,1,38
2023-02-08,B,130.54,117.8,11,90,0,0,Online,West,2023,2,2,39
2023-02-09,B,157.62,165.72,16,90,1,0,Online,South,2023,2,3,40
2023-02-10,B,154.79,166.14,15,90,1,0,Online,West,2023,2,4,41
2023-02-11,B,131.16,121.92,19,90,1,1,Online,South,2023,2,5,42
2023-02-12,B,152.41,157.94,14,90,1,1,Store,South,2023,2,6,43
2023-02-13,B,135.87,116.5,13,90,0,0,Online,West,2023,2,0,44
2023-02-14,B,139.72,121.15,13,90,0,0,Online,South,2023,2,1,45
2023-02-15,B,135.62,131.61,13,90,0,0,Store,West,2023,2,2,46
2023-02-16,B,131.39,144.87,12,90,0,0,Store,West,2023,2,3,47
2023-02-17,B,159.43,140.8,13,90,0,0,Online,East,2023,2,4,48
2023-02-18,B,108.5,109.93,14,90,0,1,Online,South,2023,2,5,49
2023-02-19,B,148.46,145.16,14,90,0,1,Store,East,2023,2,6,50
2023-02-20,B,147.98,141.16,13,90,0,0,Store,North,2023,2,0,51
2023-02-21,B,156.78,134.43,11,90,0,0,Store,North,2023,2,1,52
2023-02-22,B,109.83,101.63,16,90,0,0,Online,North,2023,2,2,53
2023-02-23,B,136.33,119.56,12,90,0,0,Online,East,2023,2,3,54
2023-02-24,B,146.28,126.28,14,90,0,0,Store,South,2023,2,4,55
2023-02-25,B,132.41,150.91,15,90,0,1,Store,South,2023,2,5,56
2023-02-26,B,152.84,132.09,13,90,0,1,Online,North,2023,2,6,57
2023-02-27,B,161.16,172.32,10,90,0,0,Online,North,2023,2,0,58
2023-02-28,B,139.85,136.08,14,90,0,0,Online,West,2023,2,1,59
2023-03-01,B,129.91,111.33,14,90,0,0,Store,West,2023,3,2,60
2023-03-02,B,149.67,163.25,13,90,0,0,Online,West,2023,3,3,61
2023-03-03,B,159.88,157.72,14,90,0,0,Store,South,2023,3,4,62
2023-03-04,B,168.4,150.63,15,90,0,1,Online,South,2023,3,5,63
2023-03-05,B,146.02,162.95,16,90,0,1,Online,South,2023,3,6,64
2023-03-06,B,125.71,129.12,14,90,0,0,Store,South,2023,3,0,65
2023-03-07,B,142.03,157.86,12,90,0,0,Store,East,2023,3,1,66
2023-03-08,B,173.69,178.72,12,90,0,0,Online,West,2023,3,2,67
2023-03-09,B,163.34,178.01,11,90,0,0,Online,East,2023,3,3,68
2023-03-10,B,147.88,126.47,12,90,0,0,Store,East,2023,3,4,69
2023-03-11,B,138.74,158.78,19,90,0,1,Store,South,2023,3,5,70
2023-03-12,B,136.14,133.46,16,90,0,1,Online,South,2023,3,6,71
2023-03-13,B,145.49,133.61,15,90,0,0,Online,North,2023,3,0,72
2023-03-14,B,146.54,156.42,13,90,0,0,Online,North,2023,3,1,73
2023-03-15,B,147.4,132.8,13,90,0,0,Store,South,2023,3,2,74
2023-03-16,B,131.89,141.11,15,90,0,0,Online,West,2023,3,3,75
2023-03-17,B,146.89,163.69,12,90,0,0,Store,North,2023,3,4,76
2023-03-18,B,145.97,163.04,24,90,1,1,Online,South,2023,3,5,77
2023-03-19,B,135.38,119.09,16,90,0,1,Online,East,2023,3,6,78
2023-03-20,B,185.94,174.27,13,90,0,0,Store,North,2023,3,0,79
2023-03-21,B,150.95,165.95,14,90,0,0,Online,West,2023,3,1,80
2023-03-22,B,129.41,127.43,17,90,0,0,Store,North,2023,3,2,81
2023-03-23,B,176.6,177.02,12,90,0,0,Store,West,2023,3,3,82
2023-03-24,B,142.92,162.63,13,90,0,0,Online,East,2023,3,4,83
2023-03-25,B,146.13,124.99,21,90,1,1,Online,West,2023,3,5,84
2023-03-26,B,153.59,150.4,12,90,0,1,Online,West,2023,3,6,85
2023-03-27,B,161.89,179.83,13,90,0,0,Online,North,2023,3,0,86
2023-03-28,B,119.67,135.16,15,90,0,0,Online,South,2023,3,1,87
2023-03-29,B,159.13,138.06,12,90,0,0,Store,East,2023,3,2,88
2023-03-30,B,119.85,116.51,20,90,1,0,Store,North,2023,3,3,89
2023-03-31,B,157.32,152.08,14,90,0,0,Online,East,2023,3,4,90
2023-04-01,B,156.54,144.78,16,90,0,1,Store,South,2023,4,5,91
2023-04-02,B,147.17,143.45,16,90,0,1,Online,West,2023,4,6,92
2023-04-03,B,149.76,132.31,14,90,0,0,Store,North,2023,4,0,93
2023-04-04,B,156.82,149.33,14,90,0,0,Store,South,2023,4,1,94
2023-04-05,B,149.66,149.79,14,90,0,0,Online,South,2023,4,2,95
2023-04-06,B,143.18,153.49,15,90,0,0,Online,West,2023,4,3,96
2023-04-07,B,181.97,182.37,14,90,1,0,Store,South,2023,4,4,97
2023-04-08,B,141.17,155.5,17,90,0,1,Store,West,2023,4,5,98
2023-04-09,B,137.51,126.14,18,90,0,1,Store,East,2023,4,6,99
2023-04-10,B,182.26,200.45,13,90,0,0,Store,East,2023,4,0,100
2023-04-11,B,112.59,116.4,16,90,0,0,Online,South,2023,4,1,101
2023-04-12,B,166.67,175.62,13,90,0,0,Online,South,2023,4,2,102
2023-04-13,B,147.48,139.38,10,90,0,0,Online,North,2023,4,3,103
2023-04-14,B,146.14,159.66,15,90,0,0,Online,West,2023,4,4,104
2023-04-15,B,152.07,166.14,15,90,0,1,Store,East,2023,4,5,105
2023-04-16,B,168.79,151.15,13,90,0,1,Store,West,2023,4,6,106
2023-04-17,B,149.11,149.18,11,90,0,0,Online,North,2023,4,0,107
2023-04-18,B,177.96,173.38,13,90,0,0,Store,West,2023,4,1,108
2023-04-19,B,161.17,152.51,12,90,0,0,Store,West,2023,4,2,109
2023-04-20,B,151.45,134.67,15,90,0,0,Store,West,2023,4,3,110
2023-04-21,B,142.3,123.29,12,90,0,0,Store,North,2023,4,4,111
2023-04-22,B,129.47,111.34,15,90,0,1,Store,West,2023,4,5,112
2023-04-23,B,159.06,152.48,15,90,0,1,Store,South,2023,4,6,113
2023-04-24,B,153.2,142.82,11,90,0,0,Online,East,2023,4,0,114
2023-04-25,B,123.54,115.28,18,90,0,0,Online,West,2023,4,1,115
2023-04-26,B,162.36,153.58,13,90,0,0,Store,South,2023,4,2,116
2023-04-27,B,162.16,143.8,16,90,1,0,Online,East,2023,4,3,117
2023-04-28,B,131.22,115.48,15,90,0,0,Online,West,2023,4,4,118
2023-04-29,B,130.29,125.65,15,90,0,1,Store,North,2023,4,5,119
2023-04-30,B,154.95,175.88,20,90,1,1,Online,East,2023,4,6,120
2023-05-01,B,164.45,183.78,12,90,1,0,Online,West,2023,5,0,121
2023-05-02,B,169.36,186.28,10,90,0,0,Online,North,2023,5,1,122
2023-05-03,B,156.48,179.59,13,90,0,0,Online,South,2023,5,2,123
2023-05-04,B,168.78,170.51,10,90,0,0,Online,South,2023,5,3,124
2023-05-05,B,162.62,152.0,14,90,1,0,Online,West,2023,5,4,125
2023-05-06,B,132.12,138.21,18,90,0,1,Online,West,2023,5,5,126
2023-05-07,B,148.81,169.8,15,90,0,1,Online,East,2023,5,6,127
2023-05-08,B,144.01,128.82,12,90,0,0,Store,South,2023,5,0,128
2023-05-09,B,147.95,134.5,12,90,0,0,Online,South,2023,5,1,129
